,answer_id,model_id,model_name,model_provider_country,model_licence,map_id,graphical_complexity,map_type,diagram_structure,nuts_level,map_origin,question_id,question_text,question_category,question_mode,answer_text,test_mode,A1,A2,A3,B1,B2,B3,C1,C2,C3,C4,D1,D2,D3,D4,sum_all,scaled_final_result
2206,2207,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,47,"Identify one region in Eastern Europe where the number of passengers per 1,000 inhabitants does not exceed 400. In which country is this region located?",reading,locate,"One such region is Lubelskie (Poland), as indicated by the lighter shade on the map.",batch,0.0,2,1,2,2,1,2,1,0,1,2,1,1,1,17.0,0.0
2207,2208,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,48,Read the number of passengers (millions) carried in Attica (Greece) from the map.,reading,retrive value,Attica (Greece) is represented by a circle in the range of 5.0–<10.0 million passengers.,batch,0.0,2,1,2,2,1,2,1,0,1,2,1,1,1,17.0,0.0
2208,2209,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,49,"Compare Leinster (Ireland) and South Moravia (Czech Republic) in terms of the number of passengers carried per 1,000 inhabitants. Is there a clear advantage for either region, and by how much?",analysis,compare,"Leinster (Ireland) has a higher passenger rate per 1,000 inhabitants, falling in the 2312–<5000 range.
South Moravia (Czech Republic) has a lower rate, in the 400–<2312 range.
The difference is significant, with Leinster having a rate at least 1912 passengers per 1,000 inhabitants higher than South Moravia.",batch,0.5,2,1,2,2,1,2,1,0,1,2,1,1,1,17.5,4.05
2209,2210,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,50,Assess whether coastal and island regions in South Europe form a distinct cluster due to a high share of tourist passengers. Does the map support this hypothesis? Justify your answer.,analysis,cluster,"The map supports the hypothesis that coastal and island regions form a distinct cluster due to high tourist traffic. Examples include:
Balearic Islands (Spain), Canary Islands (Spain), and Algarve (Portugal), all of which have high passenger rates and totals.
These regions are likely tourist hotspots, as indicated by their darker shades and larger circles.",batch,2.0,2,0,2,2,1,2,1,0,1,2,1,1,1,18.0,4.3
2210,2211,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,51,"Do the regions with the lowest total number of passengers coincide with the regions with the lowest passenger rate per 1,000 inhabitants? Give two examples that confirm or refute this.",analysis,associate,"The regions with the lowest total number of passengers do not always coincide with those having the lowest passenger rate per 1,000 inhabitants. For example:
Liechtenstein has a low total number of passengers (<0.5 million) but a relatively high rate per 1,000 inhabitants (>2312).
Guyane (France) has both a low total number of passengers (<0.5 million) and a low rate per 1,000 inhabitants (<150).",batch,0.5,2,1,2,2,1,2,1,0,1,2,1,1,1,17.5,4.05
2211,2212,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,52,"Regions with a very high passengers-per-1,000-inhabitants rate may exhibit intense tourism or business travel. How can such data be interpreted in the context of local economic development? Justify your answer.",interpretation,interpret,"Regions with very high rates, such as Iceland or Balearic Islands (Spain), likely have intense tourism or business travel. This can indicate:
A strong tourism-driven economy, which boosts local services, hospitality, and infrastructure.
Potential strain on local resources and infrastructure due to high visitor volumes.",batch,1.0,2,1,0,2,1,1,1,1,1,2,1,1,1,16.0,4.05
2212,2213,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,53,What factors can explain the high values ​​of both presented indicators in Iceland? What effects can this have on the development of transport and services? Justify your answer.,interpretation,case/effect,"Iceland’s high values for both indicators can be attributed to:
Its status as a major tourist destination with unique natural attractions.
Its role as a transatlantic hub for air travel between Europe and North America.
Effects on development:
Increased demand for air transport services, leading to infrastructure investments.
Growth in tourism-related industries, such as hospitality and services.",batch,2.0,2,0,2,2,1,1,1,1,1,2,1,1,1,18.0,4.45
2213,2214,12,Mistral Large,France,paid,6,low,graduated symbols,uniform,region,statistical office,54,"If the development of high-speed rail and land transport accelerates, do you foresee a decrease in the number of air passengers in specific parts of Europe? If so, based on the map, indicate in which regions and by how much in relation to the presented values? Justify your answer.",interpretation,predict,"If high-speed rail and land transport accelerate, regions with well-connected alternatives may see a decrease in air passengers. Examples include:
Northern Italy (e.g., Lombardy), where high-speed rail could reduce air travel demand.
Benelux regions (e.g., Netherlands, Belgium), where improved land transport could shift passengers away from air travel.
The reduction could be 10–20% in regions with strong rail/land transport alternatives, based on historical trends in similar scenarios.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2214,2215,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,55,What are the main causes of death in 2020 presented on the map?,reading,identify,"The map shows three main causes of death in 2020:

Diseases of the circulatory system
Cancer (malignant neoplasms)
COVID-19
Other causes of death",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2215,2216,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,56,"Find on the map one example NUTS 1 region with the highest standardised death rates (≥1500 per 100,000 inhabitants). In which country is it located?",reading,locate,"One example of a region with the highest standardised death rates (≥1500 per 100,000 inhabitants) is located in Bulgaria (specifically the southern regions).",batch,2.0,2,1,0,2,1,0,1,0,1,2,1,1,1,15.0,4.2
2216,2217,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,57,Read from the map the approximate share of each of the main causes of death in Lithuania.,reading,retrive value,"In Lithuania, the approximate shares of the main causes of death are:

Diseases of the circulatory system: ~50%
Cancer: ~25%
COVID-19: ~10%
Other causes: ~15%",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2217,2218,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,58,Compare the share of other causes of death in the Czech Republic and Portugal. In which of these countries do other causes of death constitute a larger share of all causes of death?,analysis,compare,"In the Czech Republic, ""other causes"" constitute a smaller share (~10-15%).
In Portugal, ""other causes"" constitute a larger share (~20-25%). Therefore, other causes of death constitute a larger share of all causes of death in Portugal.",batch,1.0,2,1,2,2,1,2,1,0,1,2,1,1,1,18.0,4.3
2218,2219,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,59,"Is there a clear cluster of regions with very high death rates (≥1500) in a given part of Europe? If so, which countries are part of this cluster?",analysis,cluster,"There is a clear cluster of regions with very high death rates (≥1500) in Eastern Europe, particularly in Bulgaria and parts of Romania.",batch,1.0,2,1,2,2,1,0,1,1,1,2,1,1,1,17.0,4.1
2219,2220,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,60,Do you notice a link between high death rates (≥1500) and the dominance of a specific cause of death? Provide three examples to support your point of view.,analysis,associate,"High death rates (≥1500) often correlate with a higher share of deaths from circulatory system diseases. Examples include:

Bulgaria: High death rates with a dominant share of circulatory system diseases.
Latvia: High death rates with circulatory system diseases as the leading cause.
Romania: Regions with high death rates and a significant share of circulatory system diseases.",batch,2.0,2,1,2,2,1,0,1,1,1,2,1,1,1,18.0,4.6
2220,2221,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,61,"How can we interpret the fact that in regions with relatively low standardized death rates the main cause of death is often ""other"" causes? Justify your answer.",interpretation,interpret,"In regions with relatively low standardized death rates, the main cause of death being ""other"" may indicate better management of circulatory diseases and cancer, leading to a higher proportion of deaths from less common causes. This could reflect advanced healthcare systems that effectively address major health issues, allowing other causes to become more prominent.",batch,2.0,2,1,2,1,1,0,1,1,1,2,0,1,1,16.0,4.05
2221,2222,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,62,"In Latvia, according to the information presented on the map, 55% of the causes of death are circulatory system diseases, 20% are cancer, and 25% are ""other"" causes. How can such a structure of causes of death be explained, and how can it affect the state? Justify your answer.",interpretation,case/effect,"In Latvia, 55% of deaths are from circulatory system diseases, 20% from cancer, and 25% from ""other"" causes. This structure suggests:

A significant burden of cardiovascular health issues, which may strain healthcare resources.
A need for targeted interventions to reduce circulatory diseases, such as improved access to preventive care and lifestyle changes.
The state may face economic and social challenges due to high mortality from preventable causes, impacting productivity and healthcare costs.",batch,2.0,2,1,2,2,1,2,1,0,1,2,1,1,1,19.0,4.75
2222,2223,12,Mistral Large,France,paid,7,low,graduated symbols,structural,region,statistical office,63,"If new waves of infectious diseases occur, which regions (based on the current map) are at greatest risk of increased mortality? Explain your answer.",interpretation,predict,"Regions with high standardized death rates (e.g., Bulgaria, Latvia, and parts of Romania) are at greatest risk of increased mortality during new waves of infectious diseases. This is because these regions already have high baseline mortality rates, which may be exacerbated by additional health stressors. Additionally, regions with a high share of deaths from circulatory diseases may have populations more vulnerable to infectious diseases due to underlying health conditions.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2223,2224,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,64,How is the map showing the lack of data for some regions?,reading,identify,"The map indicates the lack of data for some regions by coloring them in gray. This is evident in areas like Mayotte (FR) and Svalbard (NO), which are shaded in gray, signifying that data is not available for these regions.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2224,2225,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,65,Find one region/country on the map for which data is not available.,reading,locate,"One region for which data is not available is Mayotte (FR), as it is shaded in gray on the map.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2225,2226,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,66,Check the map to see what percentage of people aged 20-24 living in Warsaw have at least secondary education.,reading,retrive value,"The map does not provide specific data for Warsaw or any other city directly. However, Poland is shaded in a color that corresponds to the 90.0–<92.5% range, suggesting that regions in Poland, including Warsaw, likely fall within this percentage range for people aged 20-24 with at least secondary education.",batch,1.0,2,1,2,2,1,2,1,1,1,2,1,1,1,19.0,4.5
2226,2227,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,67,"Compare the share of people with at least secondary education in the Algarve region and in Sicily. In which region are the values ​​lower, what is the difference?",analysis,compare,"The Algarve region (Portugal) is shaded in a color corresponding to the 80.0–<90.0% range.
Sicily (Italy) is shaded in a color corresponding to the 75.0–<80.0% range.
The values are lower in Sicily. The difference is at least 5 percentage points, as Sicily falls in the 75.0–<80.0% range, while the Algarve is in the 80.0–<90.0% range.",batch,1.0,2,1,2,2,1,2,1,0,1,2,1,1,1,18.0,4.3
2227,2228,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,68,"Is there a clear cluster of regions on the map where the share of people with secondary education is high (at least 90%)? If so, which countries fall within this cluster?",analysis,cluster,"Yes, there is a clear cluster of regions with at least 90% of people aged 20-24 having secondary education. This cluster includes countries such as:

Czech Republic
Slovenia
Poland
Lithuania
Estonia These countries are predominantly shaded in colors corresponding to the 90.0–<92.5% or higher ranges.",batch,0.0,2,1,2,2,1,2,1,0,1,2,1,1,1,17.0,0.0
2228,2229,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,69,Do capital regions generally show a higher education rate than other regions in the same country? Justify your answer using two examples. ,analysis,associate,"In Poland, the capital region (Warsaw) is part of the country shaded in the 90.0–<92.5% range, which is consistent with the rest of the country. However, without specific regional data, it is difficult to conclusively determine if the capital region has a higher rate.
In France, the Île-de-France region (which includes Paris) is shaded in the 80.0–<90.0% range, similar to many other regions in France. This suggests that the capital region does not necessarily have a higher education rate compared to other regions. Based on these examples, there is no clear evidence from the map that capital regions generally show a higher education rate than other regions in the same country.",batch,0.0,2,1,2,2,1,1,1,0,1,2,1,1,1,16.0,0.0
2229,2230,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,70,"Based on the percentage of people aged 20–24 with at least secondary education shown on the map, to what extent can we assume that the EU target (90% by 2030) has already been achieved? Justify your answer.",interpretation,interpret,"The EU target of 90% by 2030 has not been universally achieved, as many regions on the map fall below this threshold. For instance:

Regions in countries like Italy, Spain, and Portugal are shaded in colors corresponding to percentages below 90%.
However, countries like Czech Republic, Slovenia, and Poland have already surpassed the 90% target. Therefore, while some countries have achieved or exceeded the target, others are still below it, indicating that the EU target has not been universally met.",batch,2.0,2,1,2,2,1,2,1,1,1,1,1,1,1,19.0,4.75
2230,2231,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,71,What factors can explain the high share of people with at least secondary education in the Balkan regions? How does this fact currently translate into socio-economic development and employment prospects for young people in this area?,interpretation,case/effect,"Factors explaining the high share:
Historical emphasis on education: Many Balkan countries, such as Slovenia and Croatia, have historically placed a strong emphasis on education as a means of social mobility.
EU integration: Countries aiming to join or recently joining the EU may have implemented educational reforms to meet EU standards.
Socio-economic development and employment prospects:
Higher education levels can lead to a more skilled workforce, which is attractive to foreign investors and can drive economic growth.
However, high education levels do not always translate into immediate employment opportunities, as structural issues like brain drain (emigration of skilled workers) and mismatches between education and labor market needs can persist.",batch,2.0,2,1,2,2,1,2,1,0,0,2,1,1,1,18.0,4.5
2231,2232,12,Mistral Large,France,paid,8,low,choropleth,,region,statistical office,72,"If upper secondary education levels continue to rise in Central and Eastern European countries, how might this affect the local labor market structure and the investment attractiveness of these regions over the next decade? Justify your answer.",interpretation,predict,"Labor market structure:
Rising education levels can lead to a more skilled and adaptable workforce, which is better equipped to meet the demands of modern industries such as technology, healthcare, and finance.
This can shift the labor market towards higher-skilled jobs, reducing reliance on low-skilled labor.
Investment attractiveness:
A highly educated workforce makes these regions more attractive to foreign investors seeking skilled labor.
Countries with strong education systems are often perceived as more stable and innovative, further enhancing their investment appeal.
Potential challenges:
If education levels outpace job creation, there could be a risk of increased unemployment among highly educated individuals.
Brain drain remains a concern, as skilled workers may seek opportunities abroad if local job markets cannot absorb them.
Overall, rising education levels in Central and Eastern European countries are likely to positively impact labor market structure and investment attractiveness, though careful management of job creation and retention of skilled workers will be essential.",batch,2.0,2,1,0,2,1,0,1,0,0,1,1,1,1,13.0,3.35
2232,2233,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,73,What population ranges (in millions) are included in the map legend?,reading,identify,"The map legend includes the following population ranges (in millions):

0 - 1
1 - 2
2 - 5
5 - 10
10 - 20
20 - 40
40 - 60
60 - 85",batch,1.0,2,1,2,2,1,2,1,1,1,2,1,1,1,19.0,4.5
2233,2234,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,74,Give an example of one country whose population density is between 10 - 25 people/km2.,reading,locate,One example of a country with a population density between 10 - 25 people/km² is Finland.,batch,2.0,2,1,2,2,1,0,1,1,1,2,1,1,1,18.0,4.6
2234,2235,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,75,Check the map to see what the population of Bulgaria was in 2016.,reading,retrive value,The population of Bulgaria in 2016 was approximately 7 million people.,batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2235,2236,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,76,Compare the population sizes of Denmark and the Czech Republic shown on the map. What is the population size of each country? Which country has a larger population? What is the difference between the populations of these countries?,analysis,compare,"The population of Denmark in 2016 was approximately 6 million people.
The population of the Czech Republic in 2016 was approximately 10 million people.
The Czech Republic has a larger population.
The difference between the populations of these countries is approximately 4 million people.",batch,2.0,2,1,2,2,1,1,1,1,1,2,1,1,1,19.0,4.8
2236,2237,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,77,"Point out the countries with the highest population density. Do they form a distinct cluster, or are they scattered?",analysis,cluster,"The countries with the highest population density (500 - 1500 people/km²) are:

Belgium
Netherlands
Malta
These countries do not form a distinct cluster; they are scattered across different regions of Europe.",batch,2.0,2,1,2,2,1,0,1,1,1,2,1,1,1,18.0,4.6
2237,2238,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,78,"Do regions with low population density always have low populations? If there are exceptions, provide one example.",analysis,associate,"Regions with low population density do not always have low populations. An example of a country with a low population density but a relatively high population is Sweden, which has a population density of 25 - 50 people/km² but a population of approximately 10 million people.",batch,1.0,2,1,2,2,1,2,1,1,1,2,1,1,1,19.0,4.5
2238,2239,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,79,"How can the size of a country’s population influence its economy? Describe both the positive and negative effects, and then select one country from the map that clearly illustrates each type of impact.",interpretation,interpret,"Positive effects of a large population:

Larger workforce and consumer market, which can drive economic growth.
Greater potential for innovation and specialization due to a larger talent pool.
Negative effects of a large population:

Strain on resources and infrastructure, such as housing, healthcare, and transportation.
Potential for higher unemployment and social inequality.
Example of positive impact:

Germany (population ~85 million): Its large population supports a strong economy with a highly skilled workforce and a significant consumer market, making it one of Europe's economic powerhouses.
Example of negative impact:

United Kingdom (population ~65 million): While its large population contributes to economic strength, it also faces challenges such as housing shortages, congestion, and pressure on public services.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2239,2240,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,80,"Northern European regions are often characterized by smaller populations and lower population densities. What natural, economic, or social conditions could have influenced this pattern, and what effects might it have on regional development or public services?",interpretation,case/effect,"Natural, economic, and social conditions:

Harsh climates and limited arable land in northern regions reduce agricultural potential and population growth.
Economic opportunities are often concentrated in urban areas, leading to lower population densities in rural regions.
Cultural preferences for larger living spaces and less urbanization in countries like Sweden and Finland contribute to lower population densities.
Effects on regional development and public services:

Lower population densities can lead to challenges in providing efficient public services, such as healthcare and transportation, due to the need to cover large areas with fewer resources.
However, these regions may also benefit from less environmental strain and more sustainable resource use.",batch,2.0,2,1,2,1,1,1,1,1,1,2,1,1,1,18.0,4.55
2240,2241,12,Mistral Large,France,paid,9,high,proportional symbols,uniform,country,atlas,81,Imagine that it is the year 2050. What changes have occurred in the population of European countries compared to the situation in 2016 presented on the map? What factors have influenced this? Give specific examples of countries and justify the rationality of the prediction.,interpretation,predict,"By 2050, demographic trends such as aging populations, migration, and fertility rates will likely have significant impacts on European countries.

Examples of potential changes:

Germany: Its population may decline due to low fertility rates and an aging population, despite immigration. This could lead to labor shortages and increased pressure on pension systems.
Spain: Its population may grow due to higher fertility rates and immigration, but it will also face challenges related to an aging population and the need for structural economic reforms.
Poland: Its population may decline due to emigration and low fertility rates, exacerbating labor shortages and demographic imbalances.
Factors influencing these changes:

Aging populations across Europe will reduce the working-age population and increase dependency ratios.
Migration patterns, both within Europe and from outside, will shape population growth and diversity.
Economic and social policies, such as family support and immigration laws, will play a critical role in shaping demographic outcomes.",batch,2.0,2,1,2,2,1,1,1,1,0,2,1,1,1,18.0,4.5
2241,2242,12,Mistral Large,France,paid,10,high,,structural,country,atlas,82,How is the number of people arrested for separatist terrorism indicated on the map?,reading,identify,Separatist terrorism arrests are indicated by orange squares on the map. Each square represents one arrest related to separatist terrorism.,batch,1.0,2,1,2,2,1,2,1,1,1,2,1,1,1,19.0,4.5
2242,2243,12,Mistral Large,France,paid,10,high,,structural,country,atlas,83,"Give an example of a country where the number of prisoners per 100,000 inhabitants in 2014 was between 150 and 199.",reading,locate,"Spain is an example of a country where the number of prisoners per 100,000 inhabitants in 2014 was between 150 and 199. This is represented by the red squares on the map.",batch,0.0,2,1,2,2,1,2,1,1,0,2,1,1,1,17.0,0.0
2243,2244,12,Mistral Large,France,paid,10,high,,structural,country,atlas,84,Read from the map the number of people arrested for left-wing terrorism in France.,reading,retrive value,"According to the map, there were two arrests for left-wing terrorism in France, as indicated by the two yellow squares.",batch,1.0,2,1,2,2,1,2,1,1,1,2,1,1,1,19.0,4.5
2244,2245,12,Mistral Large,France,paid,10,high,,structural,country,atlas,85,"Compare Western and Central European countries in terms of the number of inmates per 100,000 inhabitants. Which region has a higher rate?",analysis,compare,"Western European countries generally have a higher rate of inmates per 100,000 inhabitants compared to Central European countries. For example, countries like Spain and France (Western Europe) have higher rates (red and orange squares) compared to most Central European countries, which predominantly show lower rates (green squares).",batch,0.0,2,1,2,2,1,2,1,0,1,2,1,1,1,17.0,0.0
2245,2246,12,Mistral Large,France,paid,10,high,,structural,country,atlas,86,Use the map to assess whether religiously motivated terrorism is concentrated in specific regions of Europe or is spread across many countries.,analysis,cluster,"Religiously motivated terrorism appears to be concentrated in specific regions rather than being evenly spread across Europe. For instance, countries like France and Spain show a higher number of arrests for religiously motivated terrorism (red squares), while many other countries have fewer or no such arrests.",batch,0.0,2,1,2,2,1,0,1,0,1,2,1,1,1,15.0,0.0
2246,2247,12,Mistral Large,France,paid,10,high,,structural,country,atlas,87,"Based on the map data, is there a correlation between high terrorism arrests and higher prison rates? Justify your answer using an example from the map.",analysis,associate,"There appears to be a correlation between high terrorism arrests and higher prison rates in some countries. For example, France has a high number of arrests for religiously motivated terrorism (red squares) and also a high prison rate (red squares for prison population per 100,000 inhabitants). This suggests that countries with higher terrorism-related activity may also have higher incarceration rates.",batch,0.0,2,1,2,2,1,2,1,0,1,2,1,1,1,17.0,0.0
2247,2248,12,Mistral Large,France,paid,10,high,,structural,country,atlas,88,"Interpreting the data presented on the map, which European countries are the safest and why?",interpretation,interpret,"Countries with no or very few arrests for terrorism and lower prison rates could be considered safer. For example, many Central and Northern European countries, such as Sweden, Finland, and Poland, show green squares for both terrorism arrests and prison rates, indicating lower levels of both terrorism and incarceration.",batch,0.0,2,1,2,1,0,2,1,1,1,2,1,1,1,16.0,0.0
2248,2249,12,Mistral Large,France,paid,10,high,,structural,country,atlas,89,"What cultural conditions are responsible for the high number of people arrested for separatist terrorism in France, and what might be the effects of this phenomenon?",interpretation,case/effect,"The high number of arrests for separatist terrorism in France may be linked to regional tensions, such as those in Corsica or Basque-related issues. These cultural and political conflicts can fuel separatist movements. The effects of this phenomenon may include increased security measures, strained community relations, and potential economic impacts due to instability.",batch,2.0,2,1,2,1,1,0,1,0,1,2,1,1,1,16.0,4.05
2249,2250,12,Mistral Large,France,paid,10,high,,structural,country,atlas,90,"How might geopolitical changes, such as Brexit or potential tensions around new European borders, influence the emergence of certain types of terrorism  in the coming years? Justify your answer.",interpretation,predict,"Geopolitical changes like Brexit or border tensions could exacerbate certain types of terrorism. For example:
Brexit might lead to increased nationalist or separatist sentiments in the UK and Ireland, potentially fueling right-wing or separatist terrorism.
Border tensions in Eastern Europe could provoke separatist or nationalist movements, leading to higher arrests for separatist terrorism in affected regions.
These changes could also strain international cooperation in counterterrorism efforts, making it harder to address cross-border threats.",batch,2.0,2,1,2,1,1,0,1,0,1,2,1,1,1,16.0,4.05
2250,2251,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,91,How many ports (featured with column charts on the map) are shown as having the highest volumes of maritime freight handled in 2020 and 2021?,reading,identify,"The map shows 20 ports with column charts, indicating these ports had the highest volumes of maritime freight handled in 2020 and 2021.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2251,2252,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,92,Find on the map an example of a port in Eastern Europe that handled at least 17.5 million tons of cargo in 2021. In which country is this port located?,reading,locate,"The port of Gdańsk in Poland handled at least 17.5 million tons of cargo in 2021, as indicated by the dark blue circle on the map.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2252,2253,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,93,"From the map, read the approximate volume (in million tonnes) handled by the port of Antwerp in 2021.",reading,retrive value,"The port of Antwerp handled approximately 140 million tonnes of cargo in 2021, as shown by the height of the column chart.",batch,0.0,2,1,2,2,1,2,1,0,1,2,1,1,1,17.0,0.0
2253,2254,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,94,Compare the incoming (Inwards) maritime freight volumes at the ports of Amsterdam and Hamburg in 2021. Which one handled a higher inbound cargo volume?,analysis,compare,The port of Hamburg handled a higher inbound cargo volume compared to Amsterdam in 2021. This is evident from the taller blue section of the column chart for Hamburg.,batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2254,2255,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,95,"Look at the Adriatic Sea area. Do the ports in this region form a cluster with similar cargo handling values, or are there significant differences among them?",analysis,cluster,"The ports in the Adriatic Sea region do not form a uniform cluster with similar cargo handling values. For instance, Trieste handles significantly more cargo than other nearby ports, as indicated by the larger circle and column chart.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2255,2256,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,96,"Determine whether high-volume ports handle primarily inward or outward cargo, or whether the values ​​are similar. How have transshipment values ​​changed between 2020 and 2021?",analysis,associate,"High-volume ports like Rotterdam, Antwerp, and Hamburg handle both inward and outward cargo, with values often being similar. The changes between 2020 and 2021 vary, with some ports showing increases in transshipment volumes, as indicated by the differences in the heights of the column charts for the two years.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2256,2257,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,97,"The map shows a clear concentration of the largest seaports in the North Sea region (e.g., Rotterdam, Hamburg). What might this pattern indicate regarding Europe’s main transport corridors and trade flows? Justify your answer.",interpretation,interpret,"The concentration of large seaports in the North Sea region (e.g., Rotterdam, Hamburg) indicates that this area is a critical hub for Europe’s main transport corridors and trade flows. This pattern suggests that these ports are strategically located to facilitate trade with global markets, especially with Asia and North America.",batch,2.0,2,1,2,1,1,0,1,1,1,2,0,1,1,16.0,4.05
2257,2258,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,98,"Which factors could have driven the increase in handled freight at selected ports (e.g. Rotterdam, Antwerp, Gdańsk, Trieste) in 2021, and what might be the effects of this growth?",interpretation,case/effect,"The increase in handled freight at ports like Rotterdam, Antwerp, Gdańsk, and Trieste in 2021 could be driven by factors such as:

Global trade recovery post-pandemic: Increased demand for goods and raw materials.
Infrastructure investments: Expansion of port capacities and efficiency improvements.
Regional trade shifts: Changes in trade routes or partnerships. The effects of this growth could include economic benefits for the regions surrounding these ports, increased employment, and potential environmental impacts due to higher activity levels.",batch,2.0,2,1,2,1,1,0,1,0,1,2,0,1,1,15.0,3.8
2258,2259,12,Mistral Large,France,paid,11,high,proportional symbols,structural,country,statistical office,99,"If international trade with non-EU countries (e.g., Asia, Africa) increases in the coming years, which ports, based on the current data, stand to benefit the most from this trend? Describe why.",interpretation,predict,"Ports like Rotterdam, Antwerp, Hamburg, and Gdańsk are well-positioned to benefit from increased trade with non-EU countries. These ports have high handling capacities, strategic locations, and established infrastructure to manage large volumes of international trade. Their ability to handle both inward and outward cargo efficiently makes them key players in global trade networks.",batch,2.0,2,1,2,1,1,1,1,0,1,2,0,1,1,16.0,4.05
2259,2260,12,Mistral Large,France,paid,12,high,proportional symbols,structural,country,statistical office,100,How is ammonia (NH₃) emission indicated in the legend?,reading,identify,Ammonia (NH₃) emissions are indicated in the legend with a yellow color in the pie charts.,batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2260,2261,12,Mistral Large,France,paid,12,high,proportional symbols,structural,country,statistical office,101,"Locate a Nordic country on the map with greenhouse gas emissions in the range of 5,700–6,999 kg of CO₂ per capita. Which country is it?",reading,locate,"The Nordic country with greenhouse gas emissions in the range of 5,700–6,999 kg of CO₂ per capita is Sweden.",batch,2.0,2,1,2,2,1,2,1,1,1,2,1,1,1,20.0,5.0
2261,2262,12,Mistral Large,France,paid,12,high,proportional symbols,structural,country,statistical office,102,What are the per capita nitrogen oxide emissions in Hungary shown on the map?,reading,retrive value,"The pie chart for Hungary shows nitrogen oxide emissions (indicated in blue) as a relatively small segment. While the exact quantity is not provided, it appears to be one of the smaller contributions compared to other pollutants like ammonia and non-methane volatile organic compounds.",batch,0.0,2,0,2,2,1,2,1,1,1,2,1,1,1,17.0,0.0
